"Product_Name","Weight","Unit","Number_Per_Unit","Storage_Form","Number_Whole_Package","Art_Nr_Supplier","Article_Number","Country","GTIN","Category"
"Moscatel de Setúbal Vintage 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","7613901","364141","Portugal","05601237149224","Övriga Starkviner"
"I Castei Amarone della Valpolicella 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","8040301","364117","Italien","08021364183064",""
"Cartron Blue Curacao 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","7001002","364158","Frankrike","03247424130679","Likör"
"Sangre de Toro Piccolo 18,7cl","4,50 kg","X 0,1875 l","X 0,1875 l","VSÖ","24","X5129000304","341693","Spanien","30000084153945",""
"Cartron Cacao Blanc 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","7002002","364166","Frankrike","03247424220677","Likör"
"Monin kolasås 1,89L","1,89 kg","1,89 l/Flaska","1,89 l/Flaska","Torrt","4","M105","347955","Frankrike","3052910044305","Syrups"
"Mas la Plana 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5129MT9801","362947","Spanien","",""
"Cartron Lychee 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","7001402","364174","Frankrike","03247424730671","Likör"
"Monin björnbär 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M26","360586","Frankrike","03052910056346","Syrups"
"Sourz Apple 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11360001","362905","USA","05010196091886","Likör"
"Jack Daniel's 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1001343","354613","USA","5099873089798","Amerikansk Whiskey"
"Freixenet Cordon Negro 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","773802","352542","Spanien","8410036109332","Cava"
"Lindeman's Bin 65 Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","3002178","362566","Australien","12354081840",""
"Schloss Arras Trocken Piccolo 20cl","4,80 kg","X 0,2 l","X 0,2 l","VSÖ","24","6698","354266","Tyskland","","Mousserande vin"
"Wyndham Estate Bin 222 Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1007233","367425","Australien","29300727666561",""
"Absolut Vanilla 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1004938","367391","Sverige","07312040060702","Smaksatt sprit"
"Monin päron 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M23-FL","360594","Frankrike","03052910055264","Syrups"
"Langlois Crémant de Loire Brut 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","29021","354282","Frankrike","","Mousserande vin"
"Miguel Torres Fransola 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7302001","362939","Frankrike","",""
"Finsbury Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","7016701","366914","Storbritannien","04062400111218","Gin"
"Sierra Tequila Reposado 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8063701","366880","Mexico","04062400543125","Tequila"
"Janneau VSOP Armagnac 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","33001","367128","Frankrike","03219942130130","Armagnac"
"Red Square Vodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","7048001N","366906","Storbritannien","5011166019152","Okryddad sprit"
"Staropramen 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","21617","366534","Tjeckien","8593868112197","Lager"
"Bols Vodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","10710118","366500","Polen","08716000968906","Okryddad sprit"
"Johnnie Walker Red Label 40% 12x5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","192","9040467","366468","Storbritannien","5000267096278","Blended Scotch"
"Ysios  75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1007300","366963","Spanien","18410302701045",""
"Captain Morgan Dark 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","3450043","365932","Jamaica","00087000652286","Rom"
"Gran Viña Sol 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","245901","365916","Spanien","",""
"Viña Maipo Cabernet Sauvignon BIB 3L","3,00 kg","X 3 l","X 3 l","VSÖ","4","1651008","365692","Chile","07804320034676",""
"Baron de Ley Gran Reserva 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","276801","365833","Spanien","08420347101208",""
"Moscatel Oro 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8512202","365643","Spanien","",""
"Brown Brothers Shiraz 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1002452","364745","Australien","10029147304847",""
"Asti Cinzano Piccolo 20cl","4,80 kg","X 0,2 l","X 0,2 l","VSÖ","24","771104","365148","Italien","08000020002482","Mousserande vin"
"Coronas Tempranillo 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","699601","365866","Spanien","",""
"Mumm Cordon Rouge Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","3","1016880","365767","Frankrike","03043700103807",""
"Piper Heidsieck Cuvée Brut Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","3","11440008","369389","Frankrike","03018334500001",""
"Midori Melon 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","12090002","365395","Japan","04901777020320","Likör"
"Bols Peach 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710316","369488","Nederländerna","08716000965288","Likör"
"Viña Maipo Chardonnay BIB 3L","3,00 kg","X 3 l","X 3 l","VSÖ","4","7218508","365700","Chile","07804320009223",""
"Nils Oscar God Lager 33cl","6,60 kg","X 0,33 l","X 0,33 l","VSÖ","20","110033","367441","Sverige","17331174000351","Lager"
"Gran Sangre de Toro 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","268601","365007","Spanien","8410113003065",""
"Comtes de Champagne Blanc de Blanc 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","990040901","369140","Frankrike","",""
"Moscatel de Setúbal 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","801101","369249","Portugal","05601237219224","Övriga Starkviner"
"Bols Crème de Cacao White 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710270","368902","Nederländerna","08716000964953","Likör"
"Jack Daniel's Single Barrel 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1001347","368415","USA","5099873088654","Amerikansk Whiskey"
"Lauder's Whisky 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","45901","369231","Storbritannien","05024546366609","Blended Scotch"
"Sandemans Fine White Port 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","1007312","368506","Portugal","05601083641101","Portvin"
"Graffigna Shiraz Cabernet 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1007374","368738","Argentina","67790168002408",""
"Smirnoff Vanilla Twist 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9041927","368316","Italien","05410316982429","Smaksatt sprit"
"Smirnoff Citrus Twist 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9041925","368308","Italien","5410316982320","Smaksatt sprit"
"De Kuyper Cacao White  50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050563","368324","Nederländerna","8710625509865","Likör"
"Cartron Pomme Verte 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8046502","368423","Frankrike","03247424370679","Likör"
"Taittinger Brut Reserve Jeroboam 3L","3,00 kg","X 3 l","X 3 l","VSÖ","1","742208","368142","Frankrike","",""
"The Glenlivet 21 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","1007355","367763","Storbritannien","05000299226100","Single malt, Speyside"
"Smirnoff Raspberry Twist 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450079","368266","Italien","5410316982474","Smaksatt sprit"
"Chill Out Sunset Cabernet Sauvign BIB 3L","12,00 kg","X 3 l","X 3 l","VSÖ","4","1017283","368043","Sydafrika","45710778001064",""
"Metaxa ***** 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8610001","368019","Grekland","05202795120054","Brandy"
"Redbreast 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","1016929","367755","Irland","05011007008345","Blended Whiskey/Whisky"
"Boulard Calvados XO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1002180","353698","Frankrike","3152900051310","Calvados"
"Viña Maipo Sauvignon Bl Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8709601","367698","Chile","17804320063024",""
"Graffigna Chardonnay Sauvign Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1007375","367557","Argentina","67790168002378",""
"Nils Oscar Imperial Stout 33cl","6,60 kg","X 0,33 l","X 0,33 l","VSÖ","20","7124103","367482","Sverige","17331174000382","Stout"
"Luxardo Limoncello 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8015102","354068","Italien","08000353006751","Likör"
"Drinkmix Lime Cordial 1L","1,12 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112006","371906","USA","00070491539044","Drinkmix"
"Puré passionsfrukt Finest Call 1L","1,22 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112010","370940","USA","00070491541047","Drinkmix"
"Puré mango Finest Call 1L","1,23 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112009","370841","USA","","Drinkmix"
"Mount Gay Rum XO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8664901","364257","Barbados","09501007803508","Rom"
"Drinkmix Piña Colada 1L","1,22 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112003","371583","USA","00070491515048","Drinkmix"
"Puré jordgubb Finest Call 1L","1,22 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112007","370866","USA","00070491514041","Drinkmix"
"Drinkmix Margarita 1L","1,20 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112002","371609","USA","00070491513044","Drinkmix"
"Cartron Fruits de la Passion 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8021702","369736","Frankrike","","Likör"
"Drinkmix Sweet and Sour Mix 1L","1,17 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112001","371666","USA","00070491512047","Drinkmix"
"Cartron Crème de Fraise de Bois 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8046002","369793","Frankrike","03247422120672","Likör"
"Cartron Caramel 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8766002","369850","Frankrike","3247425020689","Likör"
"Drinkmix Bloody Mary 1L","1,12 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","11205","370833","USA","","Drinkmix"
"Cartron Peppermint Blanc 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8033702","369744","Frankrike","03247424550675","Likör"
"Cartron Abricot 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8033302","369769","Frankrike","03247424300676","Likör"
"Cartron Vanille 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8072202","369868","Frankrike","03247424240675","Likör"
"Cartron Melon 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8057802","369728","Frankrike","03247424800671","Likör"
"Cartron Mandarine 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8039102","369710","Frankrike","03247424170675","Likör"
"Cartron Poire William Monts 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8019102","369819","Frankrike","03247424380678","Likör"
"Cartron Peppermint Vert 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8000102","369751","Frankrike","03247424530677","Likör"
"Meukow VSOP Superior 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","7036601","369652","Frankrike","03257150100426","Cognac"
"Cartron Cacao Brown 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8011502","369801","Frankrike","03247424200679","Likör"
"Cartron Kiwi 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8008002","369843","Frankrike","03247424740670","Likör"
"Black Noble Botrytis Semillon 75cl","3,00 kg","X 0,5 l","X 0,5 l","VSÖ","6","8643702","764944","Australien","",""
"Le Versant Chardonny 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","47631","764902","Frankrike","03298027189359",""
"Glenmorangie 18 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9014478","764951","Storbritannien","5010494564273","Single malt, Highlands"
"Tierras del Isasa 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1026384","764936","Spanien","8411767010157",""
"Aalborg Nordguld Aquavit 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8955101","764928","Danmark","","Kryddad sprit"
"Skyy Infusions Passionfruit 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8619101","764860","USA","08000040807043","Smaksatt sprit"
"Newcastle Brown Ale 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","202333","764910","Storbritannien","88345100593","Ale"
"Jacob's Creek Unoaked Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050226","765040","Australien","29300727015574",""
"Älska Strawberry Lime 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","1023511","764829","Storbritannien","77350071700128","Cider"
"Älska Lemon & Ginger 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","1023509","764845","Storbritannien","77350071700029","Cider"
"Cutty Sark Whisky 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10230032","764894","Storbritannien","05010504100095","Blended Scotch"
"Birra Italia 66cl","9,90 kg","X 0,66 l","X 0,66 l","VSÖ","15","110001","764803","Italien","","Lager"
"Glendronach Original 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","42501N","764878","Storbritannien","05060088791646","Single malt, Speyside"
"Brooklyn Local One  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","21848","764704","USA","00030613001026","Lager"
"Bols Triple Sec 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710255","764886","Nederländerna","08716000965059","Likör"
"Cartron Thé Vert Maté 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8685202","764738","Frankrike","","Likör"
"Purity Vodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","487-01","764688","Frankrike","7350043200015","Okryddad sprit"
"Casiano Brunello di Montalcino 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1561101","788588","Italien","08004645301265",""
"Aalborg Taffel 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3401/6","794180","Danmark","7048352057504","Kryddad sprit"
"Puré björnbär Funkin 1kg","1,00 kg","1,00 kg/Styck","1,00 kg/Styck","Torrt","5","F16","887828","Frankrike","5060065301165","Övrigt"
"Grey Goose Vodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3440000","381509","USA","5010677850100","Okryddad sprit"
"Southern Comfort 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","61801","353300","USA","5099873015506","Likör"
"Guinness Stout 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","21533","353508","Irland","5000213000588","Stout"
"Fullers London Pride Ale 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","35552","378554","Storbritannien","05011885003654","Ale"
"Gentleman Jack Whiskey 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1001351","369587","USA","5099873038758","Amerikansk Whiskey"
"Asti Cinzano 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","771101","353292","Italien","08000020000884","Mousserande vin"
"De Kuyper Melon 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050557","352658","Nederländerna","08710625523236","Likör"
"Drinkmix Grenadine 1L","1,33 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","112004","371930","USA","00070491524040","Drinkmix"
"Château Ksara Réserve du Couvent  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7808601","765727","Libanon","",""
"Baron de Ley Finca Monasterio 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7332701","369538","Spanien","",""
"Lagunitas Maximus IPA  35,5cl","8,52 kg","X 0,355 l","X 0,355 l","VSÖ","24","11761-03","765743","USA","","Ale"
"Château Ksara Blanc de Blanc  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7808501","765677","Libanon","",""
"Timmermans Kriek 25cl","6,00 kg","X 0,25 l","X 0,25 l","VSÖ","24","1667-03","765644","Belgien","","Ale"
"Schlumberger Rosé Brut Vintage 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","953460","765586","Österrike","09005702820674","Mousserande vin"
"Magners Berry Cider 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","728659","765578","Irland","05391516874632","Cider"
"Kraken Black Spice Rum 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8685501","765537","USA","811538013062","Rom"
"Château Ksara Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7808701","765701","Libanon","52810227009242",""
"H by Hine 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1090282","765552","Frankrike","","Cognac"
"Sancerre Langlois Château White  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","47501","765545","Frankrike","17310760475018",""
"Coma Vella 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","45632","765297","Spanien","08437010782664",""
"Brasilberg Bitter 1L","1,00 kg","X 1 l","X 1 l","VSÖ","3","970284","765602","Brasilien","4034100000956","Bitter"
"Smith & Cross Navy Strenght 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","SCR001","765271","Jamaica","5021692500963","Rom"
"Manon Rosé Magnum 1,5L","9,00 kg","X 1,5 l","X 1,5 l","VSÖ","6","7436306","765347","Frankrike","3330620018251",""
"Velvet Falernum 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","VLF001","765289","Barbados","","Likör"
"Le Versant Syrah 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","47632","765214","Frankrike","03298027205370",""
"Gin Tanqueray Rangpur 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450056","765164","Storbritannien","05000291021628","Gin"
"Amorosa di Settembre 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1005910","765206","Italien","","Grappa"
"Staropramen engångsglas  50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","22549","765156","Tjeckien","08593868000623","Lager"
"Kronenbourg 1664 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","21903","351569","Frankrike","3080216019130","Lager"
"Taittinger Nocturne Rosé 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","7735901","765107","Frankrike","",""
"Wray & Nephew White Overproof Rum 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8614201","765172","Jamaica","05024576010008","Rom"
"Domaine De Collavery Rosé  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","285901/12A","765099","Frankrike","",""
"Gammel Dansk chili lakrits shot 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","86165","764985","Danmark","","Bitter"
"Mateus Rosé 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","11480004","352278","Portugal","65601012011502",""
"Ouzo 12 35cl","0,35 kg","X 0,35 l","X 0,35 l","VSÖ","24","79202","341388","Grekland","05201003110351","Likör"
"Jameson 12x5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","192","1016672","341313","Storbritannien","05011007003593","Blended Whiskey/Whisky"
"Jim Beam White 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10940100","341446","USA","05010196091008","Amerikansk Whiskey"
"Taittinger Brut Millesime 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","787101","340836","Frankrike","",""
"Ardbeg Uigeadail 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9012594","766220","Storbritannien","","Single malt, Islay"
"Jean Biecher Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1228401","766519","Frankrike","03332750127308",""
"Scottish Barley Classic Laddie 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8533601","766543","Storbritannien","05055807400312","Single malt, Islay"
"Stoneleigh Rapaura Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050142","766329","Nya Zeeland","69414505399027",""
"Graham Beck Blanc de Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","650501/6","766139","Sydafrika","16004867000136",""
"Drappier Carte d'Or Brut 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","7453802","766337","Frankrike","",""
"Innis & Gunn Toasted Oak IPA 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","8853003","766162","Storbritannien","05060190561618","Ale"
"Grappa di Amarone 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8692801","766105","Italien","","Grappa"
"Ga-Jol Ananas 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","X5007UD0401","766527","Nederländerna","05703586101233","Likör"
"P. Lex Pinot Grigio 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","748790170","766006","Italien","28008863042027",""
"Condado de Oriza ""409"" 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026422","765925","Spanien","08410702017213",""
"Pripps Blå 50cl","7,50 kg","X 0,5 l","X 0,5 l","VSÖ","15","22019","765958","Sverige","7310074504612","Lager"
"Castillo de Albai Viura 18,7cl","2,24 kg","X 0,187 l","X 0,187 l","VSÖ","12","1026331","765982","Spanien","28410702030001",""
"Westmalle Tripel 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","7143303","765891","Belgien","","Ale"
"Condado de Oriza Reserva 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026424","765917","Spanien","08410702012836",""
"Castillo de Albai Tempran Piccolo 18,7cl","2,24 kg","X 0,187 l","X 0,187 l","VSÖ","12","1026229","765941","Spanien","18410702024485",""
"Castillo de Albai Viura  75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","38372","765974","Spanien","08410702029070",""
"Tripel Karmeliet 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","7141803","765883","Belgien","00000054050082","Ale"
"La Trappe Dubbel 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","160503","765875","Nederländerna","08711406000564","Ale"
"La Trappe Blond 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","170203","765842","Nederländerna","","Ale"
"Zubrowka Bisonvodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8682001/6","765909","Polen","5900343003513","Smaksatt sprit"
"Ksarak Arak Anised Liquor 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8526001","765800","Libanon","","Övrig sprit"
"Château Ksara Rouge  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7808801","765719","Libanon","",""
